"identifier","alternative_identifiers","country","continent","region","culture","epoch","group","comment","latitude","longitude","sex","site","site_detail","mt_hg","ychr_hg","year_from","year_to","date_detail","bp","c14_lab_code","reference_names","reference_links","reference_data_links","c14_sample_tag","c14_layer_tag","avg_coverage","sequence_source","ychr_snps"
"Karos1/1438","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U3b1b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",112.0,"bam",""
"Karos1/2","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H1b2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",55.0,"bam",""
"Karos1/3","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","D4j12","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",74.0,"bam",""
"Karos1/3285","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","K1c1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",26.0,"bam",""
"Karos1/3286","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","T2b4h","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",51.0,"bam",""
"Karos1/5","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","D4j12","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",96.0,"bam",""
"Karos1/7","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","Y1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",11.0,"bam",""
"Karos2/1","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","D4c2a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",16.0,"bam",""
"Karos2/10","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U5a1a1h","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",21.0,"bam",""
"Karos2/11","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","D2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",253.0,"bam",""
"Karos2/12","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","U3b2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",40.0,"bam",""
"Karos2/13","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","T1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",298.0,"bam",""
"Karos2/14","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","F2a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",268.0,"bam",""
"Karos2/15","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","U4d2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",248.0,"bam",""
"Karos2/16","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","X2l","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",27.0,"bam",""
"Karos2/17","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","J1c2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",793.0,"bam",""
"Karos2/18","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","T1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",21.0,"bam",""
"Karos2/19","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","J1b1a1e","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",45.0,"bam",""
"Karos2/2","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H5v","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",71.0,"bam",""
"Karos2/20","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","C4b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",20.0,"bam",""
"Karos2/21","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","H2a1n","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",28.0,"bam",""
"Karos2/22","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","H2a1n","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",6.0,"bam",""
"Karos2/23","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","T1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",14.0,"bam",""
"Karos2/25","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","F1a2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",31.0,"bam",""
"Karos2/26","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","T1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",20.0,"bam",""
"Karos2/27","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","H15b1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",48.0,"bam",""
"Karos2/29","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","J1b1a1e","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",100.0,"bam",""
"Karos2/30","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","K1f","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",10.0,"bam",""
"Karos2/31","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","N1a1a1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",37.0,"bam",""
"Karos2/32","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","T1a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",27.0,"bam",""
"Karos2/33","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U4a1b1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",21.0,"bam",""
"Karos2/36","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","D4i2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",34.0,"bam",""
"Karos2/37","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","G2a1d2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",44.0,"bam",""
"Karos2/41","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H35","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",30.0,"bam",""
"Karos2/44","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","H2a1n","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",14.0,"bam",""
"Karos2/47","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","U4a1b1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",23.0,"bam",""
"Karos2/48","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","K1c1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",40.0,"bam",""
"Karos2/50","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U5a2a2a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",22.0,"bam",""
"Karos2/51","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U4d2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",77.0,"bam",""
"Karos2/52","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","X2f","I2a1",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",42.0,"bam",""
"Karos2/53","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","H2a1c","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",17.0,"bam",""
"Karos2/54","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","X2l","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",14.0,"bam",""
"Karos2/56","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","D4i2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",71.0,"bam",""
"Karos2/57","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","T2b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",11.0,"bam",""
"Karos2/58","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","U5a2b1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",11.0,"bam",""
"Karos2/6","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","H5v","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",43.0,"bam",""
"Karos2/60","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","N1a1a1a1a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",8.0,"bam",""
"Karos2/61","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U4d2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",38.0,"bam",""
"Karos2/67","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","V3","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",330.0,"bam",""
"Karos2/68","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","U2e2a1a2","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",17.0,"bam",""
"Karos2/70","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","X2c1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",16.0,"bam",""
"Karos2/71","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","H11a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",45.0,"bam",""
"Karos2/72","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","H1b1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",15.0,"bam",""
"Karos2/73","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","D4b2a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",10.0,"bam",""
"Karos2/8","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","K1c1e","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",60.0,"bam",""
"Karos2/9","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","N1a1a1a1a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",20.0,"bam",""
"Karos3/1","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","B4d1","R1b1b1a",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",22.0,"bam",""
"Karos3/10","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H5e1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",14.0,"bam",""
"Karos3/11","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","X2f","I2a1",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",241.0,"bam",""
"Karos3/12","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","A12","I2a",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",850.0,"bam",""
"Karos3/13","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","B4d1","R1b1b1a",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",590.0,"bam",""
"Karos3/14","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","T1a1b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",36.0,"bam",""
"Karos3/15","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","J2a1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",115.0,"bam",""
"Karos3/16","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","U5a1a2a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",24.0,"bam",""
"Karos3/17","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H6a1a","I2a",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",11.0,"bam",""
"Karos3/18","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","T1a10a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",13.0,"bam",""
"Karos3/19","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","T1a10a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",25.0,"bam",""
"Karos3/3","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","H6a1b","R1b1b1a",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",32.0,"bam",""
"Karos3/4","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","J1c7a","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",38.0,"bam",""
"Karos3/5","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","B4d1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",100.0,"bam",""
"Karos3/6","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","B4d1","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",506.0,"bam",""
"Karos3/7","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"U","Karos-Eperjesszög","","U2e1b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",62.0,"bam",""
"Karos3/8","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"M","Karos-Eperjesszög","","U2e1b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",44.0,"bam",""
"Karos3/9","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.327874,21.719835,"F","Karos-Eperjesszög","","U2e1b","",890,950,"890 - 950 AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","1","0",1452.0,"bam",""
"Kenezlo-Fazekaszug1/1036","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","H6a1b","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",17.0,"bam",""
"Kenezlo-Fazekaszug1/10939","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","N1a1a1a1a","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",23.0,"bam",""
"Kenezlo-Fazekaszug2/1025","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","G2a1","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",95.0,"bam",""
"Kenezlo-Fazekaszug2/1027","","Hungary","Europe","Pannonia","Hungarian Conqueror","Middle Ages","MAHu","",48.19816,21.52948,"M","Kenezlo-Fazekaszug","","N1a1a1a1a","",900,1000,"10th century AD","","","Neparáczki et al. 2018","https://doi.org/10.1371/journal.pone.0205920","https://www.ebi.ac.uk/ena/browser/view/PRJEB21279","0","1",300.0,"bam",""
